study_ID,author_first,year,extracted,order,family,species,species_OTL,resistance,origin,setting,life_stage,sex,mass_g,lon,lat,trt_temp,exposed,strain,genotype,strain_name,dose_ZE_ml,Bd,time_post_days,bio_hier,trait,response,trait_unit,trait_value,notes,title,ref
39,Searle,2014,Raw data,Anura,Ranidae,Rana cascadae,Rana cascadae,Sensitive,Wild,Lab,Juvenile,,1.67,,,14,0,GPL,JEL274,JEL274,0,0,15,Organism,Body condition,Mass change,,0.02,,,
39,Searle,2014,Raw data,Anura,Ranidae,Rana cascadae,Rana cascadae,Sensitive,Wild,Lab,Juvenile,,0.81,,,14,0,GPL,JEL274,JEL274,0,0,15,Organism,Body condition,Mass change,,0.05,,,
39,Searle,2014,Raw data,Anura,Ranidae,Rana cascadae,Rana cascadae,Sensitive,Wild,Lab,Juvenile,,0.8,,,14,1,GPL,JEL274,JEL274,24000,0.177,15,Organism,Body condition,Mass change,,-0.02,,,
39,Searle,2014,Raw data,Anura,Ranidae,Rana cascadae,Rana cascadae,Sensitive,Wild,Lab,Juvenile,,0.83,,,14,1,GPL,JEL274,JEL274,24000,0.553,15,Organism,Body condition,Mass change,,-0.05,,,
39,Searle,2014,Raw data,Anura,Ranidae,Rana cascadae,Rana cascadae,Sensitive,Wild,Lab,Juvenile,,0.79,,,14,1,GPL,JEL274,JEL274,24000,0.752,15,Organism,Body condition,Mass change,,-0.04,,,
39,Searle,2014,Raw data,Anura,Ranidae,Rana cascadae,Rana cascadae,Sensitive,Wild,Lab,Juvenile,,0.75,,,14,1,GPL,JEL274,JEL274,24000,0.363,15,Organism,Body condition,Mass change,,0.1,,,
39,Searle,2014,Raw data,Anura,Ranidae,Rana cascadae,Rana cascadae,Sensitive,Wild,Lab,Juvenile,,0.72,,,14,1,GPL,JEL274,JEL274,24000,3.97,15,Organism,Body condition,Mass change,,0.01,,,
39,Searle,2014,Raw data,Anura,Ranidae,Rana cascadae,Rana cascadae,Sensitive,Wild,Lab,Juvenile,,0.75,,,14,1,GPL,JEL274,JEL274,24000,0.472,15,Organism,Body condition,Mass change,,0.11,,,
39,Searle,2014,Raw data,Anura,Ranidae,Rana cascadae,Rana cascadae,Sensitive,Wild,Lab,Juvenile,,0.62,,,14,0,GPL,JEL274,JEL274,0,0,15,Organism,Body condition,Mass change,,0.09,,,
39,Searle,2014,Raw data,Anura,Ranidae,Rana cascadae,Rana cascadae,Sensitive,Wild,Lab,Juvenile,,0.52,,,14,0,GPL,JEL274,JEL274,0,0,15,Organism,Body condition,Mass change,,0.14,,,
39,Searle,2014,Raw data,Anura,Ranidae,Rana cascadae,Rana cascadae,Sensitive,Wild,Lab,Juvenile,,0.49,,,14,1,GPL,JEL274,JEL274,24000,0.194,15,Organism,Body condition,Mass change,,0.68,,,
39,Searle,2014,Raw data,Anura,Ranidae,Rana cascadae,Rana cascadae,Sensitive,Wild,Lab,Juvenile,,0.86,,,14,1,GPL,JEL274,JEL274,24000,0.191,15,Organism,Body condition,Mass change,,0.09,,,
39,Searle,2014,Raw data,Anura,Ranidae,Rana cascadae,Rana cascadae,Sensitive,Wild,Lab,Juvenile,,0.77,,,14,1,GPL,JEL274,JEL274,24000,1.09,15,Organism,Body condition,Mass change,,0.05,,,
39,Searle,2014,Raw data,Anura,Ranidae,Rana cascadae,Rana cascadae,Sensitive,Wild,Lab,Juvenile,,0.28,,,14,1,GPL,JEL274,JEL274,24000,0.27,15,Organism,Body condition,Mass change,,0.04,,,
39,Searle,2014,Raw data,Anura,Ranidae,Rana cascadae,Rana cascadae,Sensitive,Wild,Lab,Juvenile,,0.51,,,14,0,GPL,JEL274,JEL274,0,0,15,Organism,Body condition,Mass change,,0.11,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,9.53,,,21.5,0,GPL,JEL274,JEL274,0,0,7,Organism,Survival,,,Alive,,"Fungal Infection Intensity and Zoospore Output of Atelopus zeteki, a Potential Acute Chytrid Supershedder",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0093356#s2
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.26,,,21.5,0,GPL,JEL274,JEL274,0,0,11,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,10.19,,,21.5,0,GPL,JEL274,JEL274,0,0,14,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.83,,,21.5,0,GPL,JEL274,JEL274,0,0,18,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,9.07,,,21.5,0,GPL,JEL274,JEL274,0,0,21,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.55,,,21.5,0,GPL,JEL274,JEL274,0,0,25,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.55,,,21.5,0,GPL,JEL274,JEL274,0,0,28,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.89,,,21.5,0,GPL,JEL274,JEL274,0,0,32,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,,,,21.5,0,GPL,JEL274,JEL274,0,0,33,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.64,,,21.5,0,GPL,JEL274,JEL274,0,0,7,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.2,,,21.5,0,GPL,JEL274,JEL274,0,0,11,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.39,,,21.5,0,GPL,JEL274,JEL274,0,0,14,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.38,,,21.5,0,GPL,JEL274,JEL274,0,0,18,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.18,,,21.5,0,GPL,JEL274,JEL274,0,0,21,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.25,,,21.5,0,GPL,JEL274,JEL274,0,0,25,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.01,,,21.5,0,GPL,JEL274,JEL274,0,0,28,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.13,,,21.5,0,GPL,JEL274,JEL274,0,0,32,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,,,,21.5,0,GPL,JEL274,JEL274,0,0,33,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.25,,,21.5,1,GPL,JEL274,JEL274,24000,6390,7,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.14,,,21.5,1,GPL,JEL274,JEL274,24000,26000,11,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,9.24,,,21.5,0,GPL,JEL274,JEL274,0,0,7,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.92,,,21.5,0,GPL,JEL274,JEL274,0,0,11,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,9.11,,,21.5,0,GPL,JEL274,JEL274,0,0,14,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,9.57,,,21.5,0,GPL,JEL274,JEL274,0,0,18,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,9.05,,,21.5,0,GPL,JEL274,JEL274,0,0,21,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,9.35,,,21.5,0,GPL,JEL274,JEL274,0,0,25,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,9.33,,,21.5,0,GPL,JEL274,JEL274,0,0,28,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.61,,,21.5,0,GPL,JEL274,JEL274,0,0,32,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,,,,21.5,0,GPL,JEL274,JEL274,0,0,33,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.82,,,21.5,0,GPL,JEL274,JEL274,0,0,7,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.98,,,21.5,0,GPL,JEL274,JEL274,0,0,11,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.56,,,21.5,1,GPL,JEL274,JEL274,24000,90,14,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,9.6,,,21.5,0,GPL,JEL274,JEL274,0,0,18,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,9.19,,,21.5,0,GPL,JEL274,JEL274,0,0,21,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.29,,,21.5,0,GPL,JEL274,JEL274,0,0,25,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.46,,,21.5,0,GPL,JEL274,JEL274,0,0,28,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.47,,,21.5,0,GPL,JEL274,JEL274,0,0,32,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,,,,21.5,0,GPL,JEL274,JEL274,0,0,33,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,7.63,,,21.5,1,GPL,JEL274,JEL274,24000,2360000,32,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,3.58,,,21.5,0,GPL,JEL274,JEL274,0,0,7,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,3.41,,,21.5,0,GPL,JEL274,JEL274,0,0,11,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,3.76,,,21.5,0,GPL,JEL274,JEL274,0,0,14,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,3.63,,,21.5,0,GPL,JEL274,JEL274,0,0,18,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,3.59,,,21.5,0,GPL,JEL274,JEL274,0,0,21,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,3.4,,,21.5,0,GPL,JEL274,JEL274,0,0,25,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,3.57,,,21.5,0,GPL,JEL274,JEL274,0,0,28,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,3.51,,,21.5,0,GPL,JEL274,JEL274,0,0,32,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,,,,21.5,0,GPL,JEL274,JEL274,0,0,33,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,7.23,,,21.5,1,GPL,JEL274,JEL274,24000,0,7,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.19,,,21.5,1,GPL,JEL274,JEL274,24000,51300,7,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,7.27,,,21.5,1,GPL,JEL274,JEL274,24000,2590000,28,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,5.53,,,21.5,1,GPL,JEL274,JEL274,24000,3170000,32,Organism,Survival,,,Dead,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,9.67,,,21.5,1,GPL,JEL274,JEL274,24000,67600,11,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,7.56,,,21.5,1,GPL,JEL274,JEL274,24000,67800,7,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.16,,,21.5,1,GPL,JEL274,JEL274,24000,2500,14,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,6.51,,,21.5,1,GPL,JEL274,JEL274,24000,6890,7,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,5.45,,,21.5,1,GPL,JEL274,JEL274,24000,6690000,28,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,6.15,,,21.5,1,GPL,JEL274,JEL274,24000,29400,11,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.14,,,21.5,1,GPL,JEL274,JEL274,24000,7630,11,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,6.79,,,21.5,1,GPL,JEL274,JEL274,24000,35700,14,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,6.73,,,21.5,1,GPL,JEL274,JEL274,24000,125000,7,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.53,,,21.5,1,GPL,JEL274,JEL274,24000,0,14,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,7.76,,,21.5,1,GPL,JEL274,JEL274,24000,151000,11,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,10.54,,,21.5,1,GPL,JEL274,JEL274,24000,941,7,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.98,,,21.5,1,GPL,JEL274,JEL274,24000,13800,7,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,6.57,,,21.5,1,GPL,JEL274,JEL274,24000,146000,11,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,7.7,,,21.5,1,GPL,JEL274,JEL274,24000,123000,14,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,9.59,,,21.5,1,GPL,JEL274,JEL274,24000,102000,14,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,9.16,,,21.5,1,GPL,JEL274,JEL274,24000,0,11,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,6.55,,,21.5,1,GPL,JEL274,JEL274,24000,8360,14,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,9.4,,,21.5,1,GPL,JEL274,JEL274,24000,81200,14,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,5.88,,,21.5,1,GPL,JEL274,JEL274,24000,95300,11,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.55,,,21.5,1,GPL,JEL274,JEL274,24000,13000000,28,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.1,,,21.5,1,GPL,JEL274,JEL274,24000,174000,18,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,6.11,,,21.5,1,GPL,JEL274,JEL274,24000,57900,14,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,6.24,,,21.5,1,GPL,JEL274,JEL274,24000,27800,18,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,7.94,,,21.5,1,GPL,JEL274,JEL274,24000,514,21,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,9.7,,,21.5,1,GPL,JEL274,JEL274,24000,130000,18,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,7.73,,,21.5,1,GPL,JEL274,JEL274,24000,146000,21,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,7.68,,,21.5,1,GPL,JEL274,JEL274,24000,1440000,25,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.07,,,21.5,1,GPL,JEL274,JEL274,24000,291000,18,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,5.87,,,21.5,1,GPL,JEL274,JEL274,24000,1970000,18,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,7.94,,,21.5,1,GPL,JEL274,JEL274,24000,972000,25,Organism,Survival,,,Dead,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,6.4,,,21.5,1,GPL,JEL274,JEL274,24000,576000,21,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,7.32,,,21.5,1,GPL,JEL274,JEL274,24000,2880000,28,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,7.48,,,21.5,1,GPL,JEL274,JEL274,24000,8320000,32,Organism,Survival,,,Dead,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.35,,,21.5,1,GPL,JEL274,JEL274,24000,1870000,21,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,5.79,,,21.5,1,GPL,JEL274,JEL274,24000,4640000,21,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,7.66,,,21.5,1,GPL,JEL274,JEL274,24000,665000,25,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,7.01,,,21.5,1,GPL,JEL274,JEL274,24000,2410000,21,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,7.14,,,21.5,1,GPL,JEL274,JEL274,24000,4280000,22,Organism,Survival,,,Dead,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,9.23,,,21.5,1,GPL,JEL274,JEL274,24000,1070000,21,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,5.45,,,21.5,1,GPL,JEL274,JEL274,24000,944000,25,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,7.34,,,21.5,1,GPL,JEL274,JEL274,24000,975000,18,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,8.9,,,21.5,1,GPL,JEL274,JEL274,24000,271000,18,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,5.66,,,21.5,1,GPL,JEL274,JEL274,24000,2960000,25,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,6.06,,,21.5,1,GPL,JEL274,JEL274,24000,3420000,28,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,6.19,,,21.5,1,GPL,JEL274,JEL274,24000,1760000,18,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,6.23,,,21.5,1,GPL,JEL274,JEL274,24000,1860000,21,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,9,,,21.5,1,GPL,JEL274,JEL274,24000,4780000,25,Organism,Survival,,,Alive,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,,,,21.5,1,GPL,JEL274,JEL274,24000,17900000,25,Organism,Survival,,,Dead,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,5.51,,,21.5,1,GPL,JEL274,JEL274,24000,8190000,31,Organism,Survival,,,Dead,,,
40,DiRenzo,2014,Raw data,Anura,Bufonidae,Atelopus zeteki,Atelopus zeteki,Sensitive,Lab,Lab,Adult,,,,,21.5,1,GPL,JEL274,JEL274,24000,5530000,33,Organism,Survival,,,Dead,,,
